seq,sido_cd,sido_nm,gugun_cd,gugun_nm,code_order,view_yn,store_num,sido,gugun,address,new_img_nm,p_pro_seq,p_view_yn,p_sido_cd,p_gugun_cd,p_store_nm,p_theme_cd,p_wireless_yn,p_smoking_yn,p_book_yn,p_music_yn,p_terrace_yn,p_table_yn,p_takeout_yn,p_parking_yn,p_dollar_assent,p_card_recharge,p_subway_yn,stb_store_file_renew,stb_store_theme_renew,stb_store_time_renew,stb_store_lsm,s_code,s_name,tel,dlvry_call_cntr_phno,fax,sido_code,sido_name,gugun_code,gugun_name,addr,park_info,new_state,theme_state,new_bool,search_text,ins_lat,ins_lng,in_distance,out_distance,all_search_cnt,addr_search_cnt,store_search_cnt,rowCount,store_nm,store_cd,s_biz_code,new_icon,set_user,favorites,map_desc,notice,defaultimage,etcimage,in_biz_cd,in_store_cd,in_favorites,in_user_id,in_biz_cds,in_biz_arr,in_biz_arrdata,in_scodes,in_scode_arr,in_scode_arrdata,disp,set_date,hlytag,hlytag_msg,vSal,istart,iend,open_dt,gold_card,ip_lat,ip_long,espresso,new_store,premiere_food,doro_address,cold_blew,my_siren_order_store_yn,whcroad_yn,skuNo,skuName,skuImgUrl,stock_count,store_area_name,store_area_code,is_open,ev_open_yn,option,gift_stock_yn,lat,lot,t20,t04,t03,t01,t12,t09,t06,t10,p10,p50,p20,p60,p30,p70,p40,p80,t22,t21,p90,p01,t05,t30,t36,t27,t29,t43,t48,z9999,t64,t66,p02
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1724,무교로,1522-3232,,02-3789-3955,01,서울,0119,중구,서울특별시 중구 무교동 32-2 남강건설회관빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@@T52@T56@T57@T64@T65@T69@P80@P90,0,,,,0,.06,-1,-1,-1,30,,0,3969,N,,0,,,/upload/store/2020/10/[3969]_20201029075346_wbszq.jpg,,,,,,0,,,0,,,,,,,,1,60,20201029,0,,,,,,서울특별시 중구 무교로 15 (무교동),,N,,,,,0,,A01,,,,,37.56722071682264,126.97907661254083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1047,한국프레스센터,1522-3232,,02-722-3264,01,서울,0119,중구,서울특별시 중구 태평로1가 25 프레스센터,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@@T52@T56@T57@T64@T65@T69@P80@P90@T09,0,,,,0,.07,-1,-1,-1,30,,0,3263,N,,0,,,/upload/store/2016/03/[3263]_20160328074259_xdpew.jpg,,,,,,0,,,0,,,,,,,,1,60,20160328,0,,,,,,서울특별시 중구 세종대로 124 (태평로1가),,N,WHCROAD,,,,0,,A01,,,,,37.56724756017782,126.9780493948243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,513,시청,1522-3232,,02-319-8504,01,서울,0119,중구,서울특별시 중구 을지로1가 50 삼성화재 삼성빌딩1층,,Y,T05@T08@T16@T17@T20@T21@T30@T32@@@T36@T43@T51@T52@@T56@T57@T64@T65@T69@T71@P80,0,,,,0,.12,-1,-1,-1,30,,0,9704,N,,0,,,/upload/store/2022/12/[9704]_20221223075102_3hoe2.jpg,,,,,,0,,,0,,,,,,,,1,60,20120502,0,,,,,,"서울특별시 중구 을지로 19, 삼성화재삼성빌딩 1층 (을지로1가)",,N,WHCROAD,,,,0,,A01,,,,,37.56629,126.979808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,179,무교동,1522-3232,,02-779-1838,01,서울,0119,중구,서울특별시 중구 무교동 45 코오롱빌딩,,N,Z9999@T05@T08@T16@T17@T20@@T30@T32@T34@@@T36@T51@T52@T56@T57@T64@T65@T69@T73@P80@T09,0,,,,0,.13,-1,-1,-1,30,,0,9237,N,,0,,,/upload/store/2021/11/[9237]_20211101080653_2anba.jpg,,,,,,0,,,0,,,,,,,,1,60,20020308,0,,,,,,서울특별시 중구 무교로 21 (무교동) 코오롱빌딩 1층,,N,WHCROAD,,,,0,,A01,,,,,37.567928021468916,126.9792065857694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,234,환구단,1522-3232,,02-778-1940,01,서울,0119,중구,서울특별시 중구 소공동 87-10,,N,Z9999@T05@T08@T12@T16@T17@T20@T21@T22@T30@T32@T34@@@@T43@T52@@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,.26,-1,-1,-1,30,,0,9340,N,,0,,,/upload/store/2024/08/[9340]_20240819073851_1q215.png,,,,,,0,,,0,,,,,,,,1,60,20051020,0,,,,,,서울특별시 중구 소공로 112 (소공동),,N,WHCROAD,,,,0,,A01,,,,,37.56448620899717,126.97916226763291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2044,세종대로,1522-3232,,--,01,서울,0119,중구,서울특별시 중구 태평로1가 62-12 조흥금융박물관,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T51@T52@T56@T57@T64@T65@T69,0,,,,0,.28,-1,-1,-1,30,,0,4379,N,,0,,,/upload/store/2022/10/[4379]_20221027080352_zmb9d.jpg,,,,,,0,,,0,,,,,,,,1,60,20221026,0,,,,,,서울특별시 중구 세종대로 135-5 (태평로1가),,N,WHCROAD,,,,0,,A01,,,,,37.568678,126.976493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1245,을지로국제빌딩,1522-3232,,02-752-3465,01,서울,0119,중구,서울특별시 중구 다동 111 국제빌딩,,,Z9999@T05@T20@T21@T30@T32@@@@T52@T57@T64@T65@T69@P80,0,,,,0,.31,-1,-1,-1,30,,0,3464,N,,0,,,/upload/store/2018/06/[3464]_20180619020826_4ceze.jpg,,,,,,0,,,0,,,,,,,,1,60,20170725,0,,,,,,서울특별시 중구 남대문로 109 (다동),,N,WHCROAD,,,,0,,A01,,,,,37.566952,126.982219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1359,광화문우체국,1522-3232,,02-733-3593,01,서울,0118,종로구,서울특별시 종로구 서린동 154-1 광화문우체국,,,T05@T08@T16@T17@T20@T21@T30@T32@T36@@@T43@T52@@T56@T57@T64@T65@T69@T71@P90,0,,,,0,.36,-1,-1,-1,30,,0,3592,N,,0,,,/upload/store/2018/04/[3592]_20180410074916_1jjrm.jpg,,,,,,0,,,0,,,,,,,,1,60,20180410,0,,,,,,서울특별시 종로구 종로 6 (서린동),,N,,,,,0,,A01,,,,,37.57000686119245,126.9780599046084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,581,소공로,1522-3232,,02-3789-8569,01,서울,0119,중구,서울특별시 중구 소공동 70번지 삼영빌딩 1층일부,,Y,Z9999@T05@T08@T16@T17@T20@T30@T32@@@T36@T51@T52@T56@T57@T64@T65@T69,0,,,,0,.38,-1,-1,-1,30,,0,9769,N,,0,,,/upload/store/2021/04/[9769]_20210413054444_x7ko7.jpg,,,,,,0,,,0,,,,,,,,1,60,20130125,0,,,,,,"서울특별시 중구 남대문로7길 19, 삼영빌딩 1층 일부 (소공동)",,N,,,,,0,,A01,,,,,37.563883,126.980849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,994,을지로경기빌딩,1522-3232,,02-725-8981,01,서울,0119,중구,서울특별시 중구 삼각동 115 경기빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@@T30@T32@T34@@@@T51@T52@T56@T57@T64@T65@T69@P80,0,,,,0,.4,-1,-1,-1,30,,0,3181,N,,0,,,/upload/store/2025/08/3181_20250820104034_f9tir.jpg,,,,,,0,,,0,,,,,,,,1,60,20151028,0,,,,,,서울특별시 중구 남대문로10길 9 (삼각동) 경기빌딩,,N,,,,,0,,A01,,,,,37.56707721942303,126.98322227123015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,382,을지로한국빌딩,1522-3232,,02-3789-8385,01,서울,0119,중구,서울특별시 중구 을지로2가 198번지 1층,,Y,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@T36@@T51@T52@T56@T57@T64@T65@T69@P80@P90,0,,,,0,.43,-1,-1,-1,30,,0,9585,N,,0,,,/upload/store/2024/08/[9585]_20240829043125_putlu.jpg,,,,,,0,,,0,,,,,,,,1,60,20110411,0,,,,,,"서울특별시 중구 을지로 50, 1층 (을지로 2가)",,N,WHCROAD,,,,0,,A01,,,,,37.565722,126.98329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2455,시청역11번출구,1522-3232,,--,01,서울,0119,중구,서울특별시 중구 서소문동 26 경서빌딩,,,T08@T16@@T20@T21@T30@T32@T34@T43@T51@T57@T64@T65@T66@T69@T71@P80,0,,,,0,.45,-1,-1,-1,30,,0,4693,N,,0,,,/upload/store/2025/08/4693_20250829034542_nkxbf.jpg,,,,,,0,,,0,,,,,,,,1,60,20250829,0,,,,,,서울특별시 중구 서소문로 129 (서소문동),,N,,,,,0,,A01,,,,,37.56377593074396,126.97530565406971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2014,광화문교보문고,1522-3232,,02-722-4341,01,서울,0118,종로구,서울특별시 종로구 종로1가 1 교보생명빌딩 지하1층,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@@T51@T52@T56@T57@T64@T65@T69@P80@P90@T09,0,,,,0,.47,-1,-1,-1,30,,0,4340,N,,0,,,/upload/store/2022/08/[4340]_20220830062154_r8n31.jpg,,,,,,0,,,0,,,,,,,,1,60,20220831,0,,,,,,서울특별시 종로구 종로 1 (종로1가),,N,WHCROAD,,,,0,,A01,,,,,37.571017,126.977937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,804,새문안로,1522-3232,,02-735-8788,01,서울,0118,종로구,서울특별시 종로구 신문로1가 163 광화문오피시아빌딩(광화문오피시아),,Y,T05@T08@T16@T17@T20@T21@@T30@T32@T34@@@T36@@T43@T52@@T56@T57@T64@T65@T69@T71@P60@P80,0,,,,0,.47,-1,-1,-1,30,,0,9988,N,,0,,,/upload/store/2020/05/[9988]_20200512070704_3c0yi.JPG,,,,,,0,,,0,,,,,,,,1,60,20140630,0,,,,,,서울특별시 종로구 새문안로 92 (신문로1가) 광화문오피시아빌딩,,N,WHCROAD,,,,0,,A01,,,,,37.569853082636385,126.97499519103074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,777,명동메트로,1522-3232,,02-754-8764,01,서울,0119,중구,서울특별시 중구 을지로2가 199-33 메트로호텔,,Y,Z9999@T05@T08@T16@T17@T20@T30@T32@@@T36@@T52@T57@T64@T65@T69@P80,0,,,,0,.48,-1,-1,-1,30,,0,9964,N,,0,,,/upload/store/2019/02/[9964]_20190223122615_791ud.jpg,,,,,,0,,,0,,,,,,,,1,60,20140520,0,,,,,,서울특별시 중구 명동9가길 14 (을지로1가) 메트로호텔,,N,WHCROAD,,,,0,,A01,,,,,37.565118,126.983681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2426,그랑서울,1522-3232,,--,01,서울,0118,종로구,서울특별시 종로구 청진동 70 그랑서울,,,T05@T08@T16@T20@T21@@T32@T36@T51@@T57@T64@T65@T66@T69,0,,,,0,.5,-1,-1,-1,30,,0,4682,N,,0,,,/upload/store/2025/06/4682_20250625080507_43u0w.jpg,,,,,,0,,,0,,,,,,,,1,60,20250626,0,,,,,,서울특별시 종로구 종로 33 (청진동),,N,,,,,0,,A01,,,,,37.57078676546426,126.98120937021599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,181,태평로,1522-3232,,02-775-1739,01,서울,0119,중구,서울특별시 중구 태평로2가 69-7 대영빌딩 1층,,N,Z9999@T05@T08@T16@T17@T20@T30@T32@@@@T51@T52@T56@T57@T64@T65@T69@P80,0,,,,0,.51,-1,-1,-1,30,,0,9239,N,,0,,,/upload/store/2022/06/[9239]_20220616100407_lpg3h.jpg,,,,,,0,,,0,,,,,,,,1,60,20020418,0,,,,,,"서울특별시 중구 세종대로 72, 대영빌딩 1층 (태평로2가)",,N,WHCROAD,,,,0,,A01,,,,,37.56248285,126.9767928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,491,을지로삼화타워,1522-3232,,02-6021-5994,01,서울,0119,중구,서울특별시 중구 을지로2가 204 삼화타워 1층,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@@T36@@T52@T56@T57@T64@T65@T69@P80@T09,0,,,,0,.53,-1,-1,-1,30,,0,9683,N,,0,,,/upload/store/2021/07/[9683]_20210712024158_24c4r.jpg,,,,,,0,,,0,,,,,,,,1,60,20120320,0,,,,,,서울특별시 중구 을지로5길 16 (을지로2가) 1층,,N,WHCROAD,,,,0,,A01,,,,,37.566902,126.984707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,178,광화문,1522-3232,,02-732-1836,01,서울,0118,종로구,서울특별시 종로구 세종로 185-2 현대빌딩 (현대해상본사사옥 별관내),,N,Z9999@@T05@T08@T16@T17@T20@T22@@T27@@T30@T32@@T34@T36@@@@@T51@T52@T56@T57@T64@T65@T69@P80,0,,,,0,.53,-1,-1,-1,30,,0,9236,N,,0,,,/upload/store/2022/08/[9236]_20220828092629_b2to3.jpg,,,,,,0,,,0,,,,,,,,1,60,20020225,0,,,,,,서울특별시 종로구 세종대로 167 (세종로),,N,,,,,0,,A01,,,,,37.571254401637304,126.97631064081757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2430,한국은행교차로,1522-3232,,--,01,서울,0119,중구,서울특별시 중구 남대문로2가 111-1 프리즈마111 1층,,,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@T36@T43@T51@T52@T56@T57@T64@T65@T69@T71@P90,0,,,,0,.55,-1,-1,-1,30,,0,4669,N,,0,,,/upload/store/2025/07/4669_20250703044150_q1uj9.jpg,,,,,,0,,,0,,,,,,,,1,60,20250626,0,,,,,,서울특별시 중구 남대문로 55 (남대문로2가),,N,,,,,0,,A01,,,,,37.562263,126.981169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,836,종로수송,1522-3232,,02-723-8818,01,서울,0118,종로구,서울특별시 종로구 청진동 19 1~3층,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@T52@T56@T57@T64@T65@T69@P80,0,,,,0,.56,-1,-1,-1,30,,0,3018,N,,0,,,/upload/store/2020/03/[3018]_20200305062812_7zr1d.jpg,,,,,,0,,,0,,,,,,,,1,60,20140929,0,,,,,,서울특별시 종로구 종로5길 30 (청진동) 1~3층,,N,WHCROAD,,,,0,,A01,,,,,37.57165162614545,126.98062335393885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,845,서소문로,1522-3232,,02-6020-7970,01,서울,0119,중구,서울특별시 중구 서소문동 75 대한빌딩,,Y,Z9999@@T05@T08@T16@T17@T20@@@T30@T32@T34@@T36@@T51@T52@T56@T57@T64@T65@T69@P80@T09,0,,,,0,.56,-1,-1,-1,30,,0,3032,N,,0,,,/upload/store/2021/10/[3032]_20211023011555_w9u2g.jpg,,,,,,0,,,0,,,,,,,,1,60,20141029,0,,,,,,서울특별시 중구 서소문로 120 (서소문동) 대한빌딩,,N,WHCROAD,,,,0,,A01,,,,,37.563006,126.974546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2452,KT광화문웨스트B1F,1522-3232,,--,01,서울,0118,종로구,서울특별시 종로구 세종로 100 KT 광화문 빌딩 West,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T51@T56@T57@T64@T65@T69,0,,,,0,.59,-1,-1,-1,30,,0,4671,N,,0,,,/upload/store/2025/08/4671_20250828074338_tqikm.jpg,,,,,,0,,,0,,,,,,,,1,60,20250828,0,,,,,,서울특별시 종로구 세종대로 178 (세종로),,N,WHCROAD,,,,0,,A01,,,,,37.5721422,126.9779548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1426,숭례문북창,1522-3232,,02-3789-3662,01,서울,0119,중구,서울특별시 중구 남대문로4가 17-19,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@@T36@T52@T56@T57@T64@T65@T69@P80@P90,0,,,,0,.59,-1,-1,-1,30,,0,3666,N,,0,,,/upload/store/2021/03/[3666]_20210331082049_r7ywl.jpg,,,,,,0,,,0,,,,,,,,1,60,20181031,0,,,,,,서울특별시 중구 세종대로12길 12 (남대문로4가),,N,WHCROAD,,,,0,,A01,,,,,37.561725,126.976838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1305,종로R,1522-3232,,02-722-3508,01,서울,0118,종로구,서울특별시 종로구 종로2가 6 종로타워,,,Z9999@T03@T05@T08@T12@T16@T17@T20@@T26@T27@T29@T30@T32@@T36@@@T37@@T39@T41@T42@T52@T56@T57@T64@@T69@P40@P80@P90@T09,0,,,,0,.61,-1,-1,-1,30,,0,3507,N,,0,,,/upload/store/2018/10/[3507]_20181005091358_ohfm8.jpg,,,,,,0,,,0,,,,,,,,1,60,20171220,0,,,,,,서울특별시 종로구 종로 51 (종로2가),,N,WHCROAD,,,,0,,A01,,,,,37.5708,126.9834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2451,리저브광화문,1522-3232,,--,01,서울,0118,종로구,서울특별시 종로구 세종로 100 KT 광화문 빌딩 West,,,Z9999@T03@T08@T16@T17@T20@T21@T26@T29@T33@T34@T37@T39@T41@T47@T57@T69@P80,0,,,,0,.63,-1,-1,-1,30,,0,4670,N,,0,,,/upload/store/2025/08/4670_20250824042915_s9gjy.JPG,,,,,,0,,,0,,,,,,,,1,60,20250828,0,,,,,,서울특별시 종로구 세종대로 178 (세종로),,N,WHCROAD,,,,0,,A01,,,,,37.57242596212652,126.97767997816724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,45,종각,1522-3232,,02-723-1969,01,서울,0118,종로구,서울특별시 종로구 종로2가 84-10,,N,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@@T36@T43@T52@@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,.63,-1,-1,-1,30,,0,9369,N,,0,,,/upload/store/2018/12/[9369]_20181227110319_phbp3.jpg,,,,,,0,,,0,,,,,,,,1,60,20060726,0,,,,,,서울특별시 종로구 종로 64 (종로2가),,N,WHCROAD,,,,0,,A01,,,,,37.57001689280663,126.98450354974083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,998,서울중앙우체국,1522-3232,,02-6450-5917,01,서울,0119,중구,서울특별시 중구 충무로1가 21-1 서울중앙우체국,,,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@@@T36@T51@T52@T56@T57@T64@T65@T69@P40@P80@P90,0,,,,0,.65,-1,-1,-1,30,,0,3179,N,,0,,,/upload/store/2021/11/[3179]_20211115013657_jhijl.jpg,,,,,,0,,,0,,,,,,,,1,60,20151027,0,,,,,,서울특별시 중구 소공로 70 (충무로 1가) 서울 중앙 우체국,,N,WHCROAD,,,,0,,A01,,,,,37.561678,126.982117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,352,종로관철,1522-3232,,02-733-8360,01,서울,0118,종로구,서울특별시 종로구 관철동 12-15번지 2층,,N,Z9999@T02@T05@T08@T16@T17@T20@T21@T30@T32@T36@@@@T43@T52@T56@T57@T64@T65@T69@P80,0,,,,0,.69,-1,-1,-1,30,,0,9560,N,,0,,,/upload/store/2020/03/[9560]_20200305025848_c0uk0.jpg,,,,,,0,,,0,,,,,,,,1,60,20101124,0,,,,,,"서울특별시 종로구 종로12길 21, 2층 (관철동)",,N,WHCROAD,,,,0,,A01,,,,,37.56913860117361,126.98593280684017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,920,명동중앙로,1522-3232,,02-318-9903,01,서울,0119,중구,서울특별시 중구 명동2가 2-16,,Y,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@@T36@@@T51@T52@T56@T57@T64@T65@T69@T73@P80,0,,,,0,.71,-1,-1,-1,30,,0,3103,N,,0,,,/upload/store/2025/09/3103_20250927112629_irwea.jpg,,,,,,0,,,0,,,,,,,,1,60,20150428,0,,,,,,서울특별시 중구 명동길 60 (명동 2가),,N,WHCROAD,,,,0,,A01,,,,,37.5637485,126.9857723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1063,신세계본점6F,1522-3232,,02-310-1432,01,서울,0119,중구,서울특별시 중구 충무로1가 52-5 신세계백화점건물,,,T05@T08@T16@T17@T20@T30@T32@T34@@@T52@T56@T57@T64@T65@T69@P80@T09,0,,,,0,.74,-1,-1,-1,30,,0,3297,N,,0,,,/upload/store/2024/07/[3297]_20240706050914_obgdt.jpg,,,,,,0,,,0,,,,,,,,1,60,20160512,0,,,,,,서울특별시 중구 퇴계로 77 (충무로1가),,N,WHCROAD,,,,0,,A01,,,,,37.560381,126.980758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,583,명동역,1522-3232,,--,01,서울,0119,중구,서울특별시 중구 충무로1가 25-52 건물전체,,Y,Z9999@T05@T08@T16@T17@T20@T30@T32@@@T36@T52@T57@T64@@T65@T69@P80,0,,,,0,.77,-1,-1,-1,30,,0,9762,N,,0,,,/upload/store/2019/04/[9762]_20190418101107_erfz1.JPG,,,,,,0,,,0,,,,,,,,1,60,20130130,0,,,,,,"서울특별시 중구 퇴계로 101, 건물 전체 (충무로 1가)",,N,WHCROAD,,,,0,,A01,,,,,37.5608622201549,126.983105390255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
