seq,sido_cd,sido_nm,gugun_cd,gugun_nm,code_order,view_yn,store_num,sido,gugun,address,new_img_nm,p_pro_seq,p_view_yn,p_sido_cd,p_gugun_cd,p_store_nm,p_theme_cd,p_wireless_yn,p_smoking_yn,p_book_yn,p_music_yn,p_terrace_yn,p_table_yn,p_takeout_yn,p_parking_yn,p_dollar_assent,p_card_recharge,p_subway_yn,stb_store_file_renew,stb_store_theme_renew,stb_store_time_renew,stb_store_lsm,s_code,s_name,tel,dlvry_call_cntr_phno,fax,sido_code,sido_name,gugun_code,gugun_name,addr,park_info,new_state,theme_state,new_bool,search_text,ins_lat,ins_lng,in_distance,out_distance,all_search_cnt,addr_search_cnt,store_search_cnt,rowCount,store_nm,store_cd,s_biz_code,new_icon,set_user,favorites,map_desc,notice,defaultimage,etcimage,in_biz_cd,in_store_cd,in_favorites,in_user_id,in_biz_cds,in_biz_arr,in_biz_arrdata,in_scodes,in_scode_arr,in_scode_arrdata,disp,set_date,hlytag,hlytag_msg,vSal,istart,iend,open_dt,gold_card,ip_lat,ip_long,espresso,new_store,premiere_food,doro_address,cold_blew,my_siren_order_store_yn,whcroad_yn,skuNo,skuName,skuImgUrl,stock_count,store_area_name,store_area_code,is_open,ev_open_yn,option,gift_stock_yn,lat,lot,t20,t04,t03,t01,t12,t09,t06,t10,p10,p50,p20,p60,p30,p70,p40,p80,t22,t21,p90,p01,t05,t30,t36,t27,t29,t43,t48,z9999,t64,t66,p02
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,401,이마빌딩,1522-3232,,02-733-8405,01,서울,0118,종로구,서울특별시 종로구 수송동 146-1번지,,Y,T05@T08@T16@T17@T20@T21@T30@T32@@@@T43@T52@@T56@T57@T64@T65@T69@T71@P90@T09,0,,,,0,.78,-1,-1,-1,30,,0,9605,N,,0,,,/upload/store/2018/12/[9605]_20181219020034_mwcje.jpg,,,,,,0,,,0,,,,,,,,1,60,20110628,0,,,,,,서울특별시 종로구 종로1길 42 (수송동),,N,WHCROAD,,,,0,,A01,,,,,37.5738637,126.97897149999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1528,경희궁로,1522-3232,,02-730-3762,01,서울,0118,종로구,서울특별시 종로구 당주동 128-27 동원빌딩,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@@@T36@T43@T52@@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,.78,-1,-1,-1,30,,0,3760,N,,0,,,/upload/store/2022/02/[3760]_20220224032500_1zhzi.jpg,,,,,,0,,,0,,,,,,,,1,60,20190808,0,,,,,,서울특별시 종로구 새문안로3길 15 (당주동),,N,WHCROAD,,,,0,,A01,,,,,37.571759,126.972343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1809,정동,1522-3232,,02-3210-4098,01,서울,0118,종로구,서울특별시 종로구 신문로2가 89-27 피어선빌딩,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T43@T52@T56@T57@T64@T65@T69@T71,0,,,,0,.79,-1,-1,-1,30,,0,4097,N,,0,,,/upload/store/2021/05/[4097]_20210525061825_avvlx.jpg,,,,,,0,,,0,,,,,,,,1,60,20210526,0,,,,,,서울특별시 종로구 새문안로 42 (신문로2가),,N,WHCROAD,,,,0,,A01,,,,,37.56866486265962,126.97002074047501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1496,대한상공회의소R,1522-3232,,02-6050-1181,01,서울,0119,중구,서울특별시 중구 남대문로4가 45 대한서울상공회의소 1층,,,Z9999@T03@T05@T08@T16@T17@T20@T26@T29@T30@T32@T34@@T36@T42@T52@T56@T57@T64@T65@T69,0,,,,0,.79,-1,-1,-1,30,,0,3684,N,,0,,,/upload/store/2019/07/[3684]_20190712100051_p4ww0.jpg,,,,,,0,,,0,,,,,,,,1,60,20190529,0,,,,,,서울특별시 중구 세종대로 39 (남대문로4가) 1층,,N,WHCROAD,,,,0,,A01,,,,,37.560938,126.973702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,213,퍼시픽타워,1522-3232,,02-2130-2979,01,서울,0119,중구,서울특별시 중구 서소문동 135 퍼시픽타워 1층,,N,T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T52@T56@T57@T64@T65@T69@P80@T09,0,,,,0,.79,-1,-1,-1,30,,0,9279,N,,0,,,/upload/store/2019/04/[9279]_20190418105230_pn02w.jpg,,,,,,0,,,0,,,,,,,,1,60,20031027,0,,,,,,"서울특별시 중구 세종대로9길 41, 퍼시픽타워 1층 (서소문동)",,N,WHCROAD,,,,0,,A01,,,,,37.56132157,126.9730264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1779,별다방,1522-3232,,02-6020-5970,01,서울,0119,중구,서울특별시 중구 회현동2가 88 스테이트타워 남산,,,Z9999@T03@T05@T08@T16@T17@T20@T26@T27@T29@T30@T32@T34@T36@T37@T39@T41@T42@T47@T52@T56@T57@T64@T65@T69@P80@T09,0,,,,0,.83,-1,-1,-1,30,,0,4089,N,,0,,,/upload/store/2021/03/[4089]_20210324071048_dy279.jpg,,,,,,0,,,0,,,,,,,,1,60,20210326,0,,,,,,서울특별시 중구 퇴계로 100 (회현동2가),,N,WHCROAD,,,,0,,A01,,,,,37.5602013,126.9829327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1065,을지로2가,1522-3232,,02-6250-8281,01,서울,0119,중구,서울특별시 중구 을지로2가 88-5,,,Z9999@T05@T08@T16@T17@T20@T30@T32@@@T36@T52@T57@T64@T65@T69@P80@T09,0,,,,0,.83,-1,-1,-1,30,,0,3280,N,,0,,,/upload/store/2016/10/[3280]_20161025072955_tz70e.jpg,,,,,,0,,,0,,,,,,,,1,60,20160525,0,,,,,,서울특별시 중구 삼일대로 358 (을지로2가),,N,WHCROAD,,,,0,,A01,,,,,37.566347,126.988066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,866,명동길,1522-3232,,02-3789-8849,01,서울,0119,중구,서울특별시 중구 충무로2가 7-1,,Y,Z9999@T05@T08@T16@T17@T20@@T30@T32@T34@@T36@T52@T56@T57@T64@T65@T69@T73@P60@P80,0,,,,0,.83,-1,-1,-1,30,,0,3049,N,,0,,,/upload/store/2020/07/[3049]_20200713044856_5o0t2.jpg,,,,,,0,,,0,,,,,,,,1,60,20141217,0,,,,,,서울특별시 중구 명동10길 41,,N,WHCROAD,,,,0,,A01,,,,,37.5620695,126.9858669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1001,회현역,1522-3232,,02-319-8986,01,서울,0119,중구,"서울특별시 중구 회현동1가 206 리더스뷰남산 107,108호",,,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@@T36@T43@T51@T52@T56@T57@T64@T65@T69@T71@P80@T09,0,,,,0,.84,-1,-1,-1,30,,0,3186,N,,0,,,/upload/store/2023/04/[3186]_20230405034833_hb6ni.jpg,,,,,,0,,,0,,,,,,,,1,60,20151103,0,,,,,,서울특별시 중구 퇴계로 72 (회현동) 리더스뷰남산,,N,WHCROAD,,,,0,,A01,,,,,37.55947242829924,126.98072554032831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2480,우리은행본점B1F,1522-3232,,--,01,서울,0119,중구,서울특별시 중구 회현동1가 203 (주)우리은행본점,,,T05@T16@T17@T20@T21@T30@T32@T34@T51@T56@T57@T64@T66@T69,0,,,,0,.85,-1,-1,-1,30,,0,4717,N,,0,,,/upload/store/2025/11/4717_20251126053446_rodbd.jpg,,,,,,0,,,0,,,,,,,,1,60,20251127,0,,,,,,서울특별시 중구 소공로 51 (회현동1가),,N,,,,,0,,A01,,,,,37.55958972504453,126.98177808060248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2129,이마트타워,1522-3232,,02-319-4468,01,서울,0119,중구,서울특별시 중구 순화동 53 신한L서울타워,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T51@T52@T56@T57@T64@T65@T69@P80,0,,,,0,.86,-1,-1,-1,30,,0,4466,N,,0,,,/upload/store/2023/05/[4466]_20230502025158_hlb96.jpg,,,,,,0,,,0,,,,,,,,1,60,20230502,0,,,,,,서울특별시 중구 세종대로7길 37 (순화동) 1층,,N,,,,,0,,A01,,,,,37.5607434636967,126.972528391958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,187,문화일보,1522-3232,,02-732-1847,01,서울,0119,중구,서울특별시 중구 충정로1가 68 문화일보(문화일보사건물),,N,T05@T08@T16@T17@T20@T21@T30@T32@@T36@T43@T52@@T57@T64@T65@T69@T71@P80,0,,,,0,.88,-1,-1,-1,30,,0,9247,N,,0,,,/upload/store/2019/09/[9247]_20190910014257_cdjjb.jpg,,,,,,0,,,0,,,,,,,,1,60,20020627,0,,,,,,서울특별시 중구 새문안로 22 (충정로1가) 문화일보,,N,,,,,0,,A01,,,,,37.56712291,126.9686642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1472,연합뉴스,1522-3232,,02-730-3743,01,서울,0118,종로구,서울특별시 종로구 수송동 110 연합뉴스빌딩,,,T05@T16@T17@T20@T21@T30@T32@T36@@@@T43@T52@@T56@T57@T65@T69@T71@T09,0,,,,0,.88,-1,-1,-1,30,,0,3742,N,,0,,,/upload/store/2025/10/3742_20251019035609_vs5up.jpg,,,,,,0,,,0,,,,,,,,1,60,20190227,0,,,,,,서울특별시 종로구 율곡로2길 25 (수송동),,N,,,,,0,,A01,,,,,37.57462713751161,126.98047541991131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,572,종로관수,1522-3232,,02-2268-8560,01,서울,0118,종로구,서울특별시 종로구 관수동 3-5번지,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@@T36@@T52@T57@T64@T65@T69,0,,,,0,.94,-1,-1,-1,30,,0,9760,N,,0,,,/upload/store/2022/01/[9760]_20220104113821_hmg36.jpg,,,,,,0,,,0,,,,,,,,1,60,20121221,0,,,,,,서울특별시 종로구 삼일대로20길 13 (관수동),,N,,,,,0,,A01,,,,,37.56971102439499,126.98863522829857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,164,인사,1522-3232,,02-733-1823,01,서울,0118,종로구,서울특별시 종로구 인사동 39,,N,Z9999@T05@T08@T16@T17@T20@T30@T32@@@T36@@T52@T56@T57@T64@T65@T69@P90,0,,,,0,.94,-1,-1,-1,30,,0,9222,N,,0,,,/upload/store/2025/04/[9222]_20250401062954_3tjad.jpg,,,,,,0,,,0,,,,,,,,1,60,20010810,0,,,,,,서울특별시 종로구 인사동길 14 (인사동),,N,WHCROAD,,,,0,,A01,,,,,37.57220884263517,126.98679819956659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1830,포포인츠명동,1522-3232,,--,01,서울,0119,중구,서울특별시 중구 저동2가 89 포포인츠바이쉐라톤서울명동,,,T30@@T32@T34@@@T36@T51@T57@T65@T66@T69@P80,0,,,,0,.95,-1,-1,-1,30,,0,4143,N,,0,,,/upload/store/2021/07/[4143]_20210708062212_yxeud.jpg,,,,,,0,,,0,,,,,,,,1,60,20210708,0,,,,,,서울특별시 중구 삼일대로10길 36 (저동2가),,N,WHCROAD,,,,0,,A01,,,,,37.5657211,126.9893426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1942,청계크리스탈스퀘어,1522-3232,,02-6255-8191,01,서울,0119,중구,서울특별시 중구 수표동 47-1,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T51@T52@T56@T57@T64@T65@T69@P80@T09,0,,,,0,.95,-1,-1,-1,30,,0,4247,N,,0,,,/upload/store/2022/03/[4247]_20220318071346_vtrqe.jpg,,,,,,0,,,0,,,,,,,,1,60,20220318,0,,,,,,서울특별시 중구 청계천로 106 (수표동),,N,WHCROAD,,,,0,,A01,,,,,37.5679,126.98933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1720,명동남산,1522-3232,,02-3789-3835,01,서울,0119,중구,서울특별시 중구 남산동3가 13-31 경양빌딩,,,Z9999@T05@T08@T16@T17@T20@T30@T32@T34@T36@@T52@T56@T57@T64@T65@T69@P80@P90,0,,,,0,.96,-1,-1,-1,30,,0,3937,N,,0,,,/upload/store/2020/10/[3937]_20201013060629_m9ixr.png,,,,,,0,,,0,,,,,,,,1,60,20201015,0,,,,,,서울특별시 중구 퇴계로 132 (남산동3가),,N,,,,,0,,A01,,,,,37.560809,126.986397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,71,순화동더샵,1522-3232,,02-3789-8209,01,서울,0119,중구,서울특별시 중구 순화동 151번지  1층,,N,T05@T08@T16@T17@T20@T21@T30@T32@T36@@@T52@T56@T57@T64@T65@T69@T09,0,,,,0,.96,-1,-1,-1,30,,0,9409,N,,0,,,/upload/store/2024/06/[9409]_20240626114259_mzz11.jpg,,,,,,0,,,0,,,,,,,,1,60,20070615,0,,,,,,"서울특별시 중구 칠패로 27, 1층 (순화동)",,N,WHCROAD,,,,0,,A01,,,,,37.56006304299174,126.97181526611798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,289,남산단암,1522-3232,,02-771-8306,01,서울,0119,중구,서울특별시 중구 남대문로5가 단암빌딩 120번지,,N,T05@T08@T16@T17@T20@T30@T32@T34@@@T36@@T51@T52@T56@T57@@T65@T69@P80@P90,0,,,,0,.96,-1,-1,-1,30,,0,9506,N,,0,,,/upload/store/2022/03/[9506]_20220329112741_f4cua.jpg,,,,,,0,,,0,,,,,,,,1,60,20090929,0,,,,,,"서울특별시 중구 소월로 10, 단암빌딩 (남대문로5가)",,N,WHCROAD,,,,0,,A01,,,,,37.55853622,126.9754585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1333,정부서울청사R,1522-3232,,02-722-3550,01,서울,0118,종로구,서울특별시 종로구 적선동 156 광화문플래티넘,,,Z9999@T03@T05@T08@T16@T17@T20@T21@T26@T29@T30@T32@@T34@T36@@@@T37@T39@T41@T42@@T43@T52@T56@T57@T64@T65@T69@T71@P80@P90,0,,,,0,.97,-1,-1,-1,30,,0,3549,N,,0,,,/upload/store/2023/03/[3549]_20230322092801_qbg5a.jpg,,,,,,0,,,0,,,,,,,,1,60,20180122,0,,,,,,서울특별시 종로구 새문안로5가길 28 (적선동),,N,WHCROAD,,,,0,,A01,,,,,37.574621312530724,126.97367761929035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,383,경복궁사거리,1522-3232,,02-6016-6880,01,서울,0118,종로구,서울특별시 종로구 중학동 14번지 트윈트리타워B동 101호,,Y,T05@T08@T16@T17@@T20@T21@T30@T32@T34@T36@@T51@T52@T56@T57@T63@T64@T65@T69@P90@T09,0,,,,0,.99,-1,-1,-1,30,,0,9586,N,,0,,,/upload/store/2024/08/[9586]_20240802041613_g44e5.jpg,,,,,,0,,,0,,,,,,,,1,60,20110414,0,,,,,,"서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)",,N,WHCROAD,,,,0,,A01,,,,,37.575615939508076,126.9802374336133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,2363,서대문적십자,1522-3232,,--,01,서울,0118,종로구,서울특별시 종로구 평동 164 서울적십자병원 별관 상가동 1층 B호,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T43@T51@T52@T56@T57@T64@T65@T66@T69@T71@P70@P80,0,,,,0,1,-1,-1,-1,30,,0,4629,N,,0,,,/upload/store/2024/12/[4629]_20241225035836_520fe.PNG,,,,,,0,,,0,,,,,,,,1,60,20241226,0,,,,,,서울특별시 종로구 새문안로 9 (평동) 서울적십자병원 별관 상가동 1층 B호,,N,WHCROAD,,,,0,,A01,,,,,37.56678781817199,126.96730492051981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1833,강북삼성병원1층,1522-3232,,--,01,서울,0118,종로구,서울특별시 종로구 평동 108-1외 12필지 강북삼성병원 효석관(본관) 1층,,,@T20@T21@T30@T32@T34@@T36@T51@T52@T56@T57@T64@T65@T69@T74@P70,0,,,,0,1,-1,-1,-1,30,,0,4131,N,,0,,,/upload/store/2021/07/[4131]_20210712053440_f6jqc.jpg,,,,,,0,,,0,,,,,,,,1,60,20210713,0,,,,,,서울특별시 종로구 새문안로 29 (평동) A관 1층,,N,,,,,0,,A01,,,,,37.568546,126.96756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,189,적선,1522-3232,,02-738-1850,01,서울,0118,종로구,"서울특별시 종로구 적선동 66, 노스게이트빌딩 1층",,N,Z9999@T05@T08@T12@T16@T17@T20@T21@T30@T32@T34@@@@T36@T52@T56@T57@T64@T65@T69@P80@P90@T09,0,,,,0,1.02,-1,-1,-1,30,,0,9250,N,,0,,,/upload/store/2022/11/[9250]_20221127085704_1217s.jpg,,,,,,0,,,0,,,,,,,,1,60,20020915,0,,,,,,"서울특별시 종로구 새문안로5길 55, 노스게이트빌딩 1층 (적선동)",,N,WHCROAD,,,,0,,A01,,,,,37.57529940979838,126.97412453401081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,219,숭례문,1522-3232,,02-752-3887,01,서울,0119,중구,서울특별시 중구 남대문로5가 6-1번지 그레이츠 숭례 1층,,N,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@T43@T51@T52@@T56@T57@T64@T65@T69@T71@P80@T09,0,,,,0,1.02,-1,-1,-1,30,,0,9287,N,,0,,,/upload/store/2021/06/[9287]_20210604010845_rw0sx.jpg,,,,,,0,,,0,,,,,,,,1,60,20040329,0,,,,,,"서울특별시 중구 세종대로 17, 그레이츠 숭례 1층 (남대문로5가)",,N,WHCROAD,,,,0,,A01,,,,,37.55874473,126.9730952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1692,그랜드센트럴,1522-3232,,02-6411-6471,01,서울,0119,중구,서울특별시 중구 남대문로5가 253,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@T36@@T52@T56@T57@T64@T65@T69@T73@P80@T09,0,,,,0,1.04,-1,-1,-1,30,,0,3978,N,,0,,,/upload/store/2020/09/[3978]_20200910100421_f189f.jpg,,,,,,0,,,0,,,,,,,,1,60,20200820,0,,,,,,서울특별시 중구 세종대로 14 (남대문로5가),,N,WHCROAD,,,,0,,A01,,,,,37.5581293,126.9742637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1622,강북삼성병원,1522-3232,,.-.-.,01,서울,0118,종로구,서울특별시 종로구 평동 108-1외 19필지 강북삼성병원 C동 미래의학관 5층,,,T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@T52@T57@T64@T65@T69@P70,0,,,,0,1.05,-1,-1,-1,30,,0,3860,N,,0,,,/upload/store/2020/03/[3860]_20200318010145_0t1jh.jpg,,,,,,0,,,0,,,,,,,,1,60,20200319,0,,,,,,서울특별시 종로구 새문안로 29 (평동) C관 5층,,N,WHCROAD,,,,0,,A01,,,,,37.568319409900404,126.96694203403295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,874,중구저동,1522-3232,,02-369-6607,01,서울,0119,중구,서울특별시 중구 저동2가 24-1,,Y,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T36@@T43@T52@T56@T57@T64@T65@T69@T71@P80@P90@T09,0,,,,0,1.07,-1,-1,-1,30,,0,3057,N,,0,,,/upload/store/2020/09/[3057]_20200929060920_9okr9.png,,,,,,0,,,0,,,,,,,,1,60,20141223,0,,,,,,서울특별시 중구 수표로 34 (저동2가),,N,WHCROAD,,,,0,,A01,,,,,37.5643686,126.9903382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,330,종로3가,1522-3232,,02-741-8339,01,서울,0118,종로구,서울특별시 종로구 종로3가 9-3번지 1-4층,,N,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@@@T36@T43@T51@T52@T57@T65@T69@T71@P80@P90,0,,,,0,1.1,-1,-1,-1,30,,0,9539,N,,0,,,/upload/store/2021/09/[9539]_20210908010956_flr59.jpg,,,,,,0,,,0,,,,,,,,1,60,20100723,0,,,,,,"서울특별시 종로구 종로 113-1, 1-4층 (종로3가)",,N,WHCROAD,,,,0,,A01,,,,,37.57056485920516,126.99021701586494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1794,서대문역,1522-3232,,02-6390-5851,01,서울,0118,종로구,서울특별시 종로구 평동 222 디타워(돈의문),,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T51@T52@T56@T57@T64@T65@T69@P80@P90,0,,,,0,1.11,-1,-1,-1,30,,0,4071,N,,0,,,/upload/store/2021/04/[4071]_20210424082345_qlot1.jpg,,,,,,0,,,0,,,,,,,,1,60,20210428,0,,,,,,서울특별시 종로구 통일로 134 (평동),,N,,,,,0,,A01,,,,,37.566875328512566,126.96611072100501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1101,연세세브란스,1522-3232,,02-2259-3332,01,서울,0119,중구,서울특별시 중구 남대문로5가 84-11 연세세브란스빌딩,,,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@T52@T56@T57@T64@T65@T69@P80,0,,,,0,1.16,-1,-1,-1,30,,0,3331,N,,0,,,/upload/store/2022/10/[3331]_20221017033457_7m8n0.jpg,,,,,,0,,,0,,,,,,,,1,60,20160818,0,,,,,,서울특별시 중구 통일로 10 (남대문로5가),,N,WHCROAD,,,,0,,A01,,,,,37.557207,126.97354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,111,스페이스본,1522-3232,,02-730-8235,01,서울,0118,종로구,서울특별시 종로구 사직동 9 광화문 풍림스페이스본,,N,T05@T08@T16@T17@T20@T21@T30@@@T36@T43@T52@@T57@T65@T69@T71@T09,0,,,,0,1.23,-1,-1,-1,30,,0,9435,N,,0,,,/upload/store/2024/03/[9435]_20240325031712_6wxcz.jpg,,,,,,0,,,0,,,,,,,,1,60,20080130,0,,,,,,서울특별시 종로구 사직로8길 4 (사직동) 광화문 풍림스페이스본,,N,WHCROAD,,,,0,,A01,,,,,37.57493107689841,126.96921731857209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,351,경복궁역,1522-3232,,02-720-8359,01,서울,0118,종로구,서울특별시 종로구 통의동 35-41 1층,,N,Z9999@T05@T08@T16@T17@T20@T21@T30@T32@T34@T36@@@@T51@T52@T56@T57@T65@T69@P80@T09,0,,,,0,1.26,-1,-1,-1,30,,0,9559,N,,0,,,/upload/store/2023/09/[9559]_20230912044308_bxenk.jpg,,,,,,0,,,0,,,,,,,,1,60,20101119,0,,,,,,"서울특별시 종로구 자하문로4길 6, 1층 (통의동)",,N,WHCROAD,,,,0,,A01,,,,,37.5771508,126.97274530000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,33,경기대,1522-3232,,02-365-1963,01,서울,0111,서대문구,서울특별시 서대문구 충정로2가 191,,N,@T05@T08@T16@T17@T20@T21@T30@T32@T36@@@@T43@T51@T52@@T56@T57@T64@T65@T69@T71@P20@P80@P90@T09,0,,,,0,1.29,-1,-1,-1,30,,0,9363,N,,0,,,/upload/store/2022/06/[9363]_20220607095023_qgduj.jpg,,,,,,0,,,0,,,,,,,,1,60,20060517,0,,,,,,서울특별시 서대문구 충정로 53 (충정로2가),,N,WHCROAD,,,,0,,A01,,,,,37.56367995,126.9646045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
